ID,Old_ID,DOI,Q1 - Review article? (Scopus),Q1 - Review article? (WoS),Q2 - Addendum or Neupane? (Scopus),Q2 - Addendum or Neupane? (WoS),Q3: Introduction section?,label in the reference list,Number of citation contexts,Citation marker,Citation context,Introduction section?,Author,Title,Year,Journal,Source,Other notes
162,161,10.1021/acs.jnatprod.9b00173,n,n,n,n,,43,1,43,"The methods used for the calculation of ECD spectra are as described previously.42 The conformational analysis of each compound was performed with Schrodinger MacroModel 2018 as described by Willoughby et al.43 Using DFT, at the B3LYP/6-311+G(d,p) level, the conformers were optimized using Gaussian 16. At the same time, the zero-point energy, electronic transition, and rational strength of all conformers were calculated.44 The ECD spectra were calculated using Gaussian 16 at the B3LYP/6- 311+G(d) level, and spectra were produced and corrected with the UV spectra using the freely available software SpecDis 1.7.45 NMR properties were predicted at the B3LYP/6-31G(d)//MPW1PW91/6- 311+G(2d) level on the four most stable conformers (conformational analysis performed using the GMMX module implemented in Gaussian 16). DP4 probabilities were calculated using an in-house implementation of the Goodman original script.",n,"Guillen P.O., Jaramillo K.B., Jennings L., Genta-Jouve G., De La Cruz M., Cautain B., Reyes F., Rodr√≠guez J., Thomas O.P.",Halogenated Tyrosine Derivatives from the Tropical Eastern Pacific Zoantharians Antipathozoanthus hickmani and Parazoanthus darwini,2019,JOURNAL OF NATURAL PRODUCTS,"Scopus, Web of Science",
163,162,10.1021/acs.jnatprod.9b00416,n,n,n,n,,22,1,22,"To determine the absolute configuration for the porosu- phenols, computational methods were used to predict chiroptical properties (ECD) and chemical shift predictions of candidate structures.3c A standard pipeline was used initially for performing this analysis: (1) a library of conformers was created using automatic sampling tools based on molecular mechanics calculations; (2) density functional theory (DFT) calculations were applied to determine optimized geometries, free energies, and NMR shielding tensors for NMR chemical shift predications; (3) Boltzmann averages of NMR shift data were assembled, and computed chemical shifts and ECD spectra were compared to experimental data.22",n,"Neuhaus G.F., Adpressa D.A., Bruhn T., Loesgen S.",Polyketides from Marine-Derived Aspergillus porosus: Challenges and Opportunities for Determining Absolute Configuration,2019,JOURNAL OF NATURAL PRODUCTS,"Scopus, Web of Science",
164,163,10.1021/acs.jnatprod.9b00493,n,n,n,n,,35,1,35,The computational procedure used was based on the method described by Pescitelli and Bruhn.34 Conformational analysis of 4 was performed with Schrödinger MacroModel 2016 by following the method of Willoughby et al.35 Initial geometry optimizations were then carried out on each of the 10 generated conformers using DFT calculations with the B3LYP/6-31G(d) functional/basis set combination and Grimme’s empirical dispersion corrections (D3).36 Each conformer was then reoptimized at the B3LYP/def2SVP level using D3 with the addition of the polarizable continuum model (PCM).37 Single-point energy calculations were carried out at the same level. Electronic transition and rational strength were calculated using TDDFT at the CAM-B3LYP/def2SVP level with consideration of the methanol solvent effect using the PCM. Boltzmann-weighting of UV and ECD spectra were performed using SpecDis38 with a half-bandwidth of 0.25 eV. Experimental ECD spectra of 2−5 were processed using SDAR.39 All DFT calculations were performed using GAUSSIAN 16.40,n,"Bracegirdle J., Robertson L.P., Hume P.A., Page M.J., Sharrock A.V., Ackerley D.F., Carroll A.R., Keyzers R.A.",Lamellarin Sulfates from the Pacific Tunicate Didemnum ternerratum,2019,JOURNAL OF NATURAL PRODUCTS,"Scopus, Web of Science",This article has an irrelevant correction
165,164,10.1021/acs.jnatprod.9b00551,n,n,n,n,,25,1,25,"The computational methods used for the calculation of ECD and UV spectra are as described previously.24 Generation of conformers was carried out using Schrodinger MacroModel 2016 using parameters outlined by Willoughby et al.25 Subsequent calculations based on density functional theory (DFT) were then performed on each of the conformers to optimize the structures at the B3LYP/6-31G(d) level using Gaussian 16.26 Zero- point energy calculations, electronic transition, and rational strength were calculated at the same level. The polarizable continuum model was used during all calculations.27 Boltzmann-weighted UV and ECD spectra were calculated using the freely available software SpecDis 1.7.28",n,"Jennings L.K., Robertson L.P., Rudolph K.E., Munn A.L., Carroll A.R.",Anti-prion Butenolides and Diphenylpropanones from the Australian Ascidian Polycarpa procera,2019,JOURNAL OF NATURAL PRODUCTS,"Scopus, Web of Science",
166,165,10.1021/acs.jnatprod.9b00859,n,n,n,n,,13,6,11−13,"The identification of a novel natural product with antioxidant properties is highly beneficial to both the food and pharmaceutical industries. Previous efforts in this area have utilized a variety of organisms, with plants being a major source of antioxidant compounds.1−4 Despite the fact that shellfish waste is a rich source of phenolic antioxidants, there have been relatively few attempts to isolate novel antioxidant natural products from this source.5,6 In 2012, serlyticin-A (1, Figure 1) was identified by Kuo and co-workers as one of the compounds in the Serratia ureilytica culture using squid pen waste as the carbon/nitrogen source, and they demonstrated that it has antioxidative and antiproliferative properties.5 While serlyticin-A certainly has the potential for medicinal and food science applications, we suspect that the reported structure is incorrect for several reasons. First, the structure contains an O−O bond, which, based on the results of our calculations, would be prone to cleavage in solution. Second, the characterization data reported for serlyticin-A, including 1D and 2D Nuclear Magnetic Resonance (NMR) spectroscopy, mass spectrometry, UV−vis spectroscopy, and IR spectrosco- py, are consistent with multiple potential structures. For example, 1D and 2D NMR data confirm the presence of an indole moiety but do not necessarily support the assignment of the proposed N−O−O−N substructure. Moreover, the reported mass spectrometry data does not match the exact mass of 1. While select tabulated numerical data were provided in the original report, the actual spectra absent.7 These factors coupled with the lack of X-ray crystallography data contribute to the ambiguity in the assignment of structure 1 to serlyticin- A. While it is an accepted practice to elucidate chemical structures relying on information obtained from NMR, IR, and UV−vis, it is not uncommon for structures to be misassigned, leading to the otherwise unnecessary expenditure of additional resources in correcting them.8−10 Here, we report the use of quantum chemical calculations of NMR chemical shifts11−13 to demonstrate that the original structure of serlyticin-A may have been misassigned, and we provided several plausible alternative structures.",n,"Tsui K.Y., Tombari R.J., Olson D.E., Tantillo D.J.",Reconsidering the Structure of Serlyticin-A,2019,JOURNAL OF NATURAL PRODUCTS,"Scopus, Web of Science",
166,165,10.1021/acs.jnatprod.9b00859,n,n,n,n,,13,6,13−15,"Figure 2. Deviations between calculated 13C and 1H chemical shifts and the reported experimental shifts for 1, constrained 1, and a dimer of indole- 3-acetic acid. Deviations of less than 6 ppm for 13C and less than 0.3 ppm for 1H shifts are considered acceptable.13−15 Deviations exceeding these limits are bolded.",n,"Tsui K.Y., Tombari R.J., Olson D.E., Tantillo D.J.",Reconsidering the Structure of Serlyticin-A,2019,JOURNAL OF NATURAL PRODUCTS,"Scopus, Web of Science",
166,165,10.1021/acs.jnatprod.9b00859,n,n,n,n,,13,6,13−15,"Figure 3. Alternative structures examined. Deviations of less than 6 ppm and less than 0.3 ppm between experimental and computed 13C and 1H shifts, respectively, are considered acceptable.13−15 Deviations exceeding these limits are bolded. For unsymmetrical dimers, shifts for the two monomers were averaged.",n,"Tsui K.Y., Tombari R.J., Olson D.E., Tantillo D.J.",Reconsidering the Structure of Serlyticin-A,2019,JOURNAL OF NATURAL PRODUCTS,"Scopus, Web of Science",
166,165,10.1021/acs.jnatprod.9b00859,n,n,n,n,,13,6,13−15,"Figure 4. Summary of NMR results. Deviations between calculated chemical shifts of 1 and its reported experimental shifts (left). Deviations between calculated chemical shifts of 4 and the previously reported experimental shifts for serlyticin-A (center) and newly determined experimental shifts for 4 (right). Deviations of less than 6 ppm for 13C and less than 0.3 ppm for 1H shifts are considered acceptable.13−15 Deviations exceeding these limits are bolded. For unsymmetrical dimers, shifts for the two monomers were averaged.",n,"Tsui K.Y., Tombari R.J., Olson D.E., Tantillo D.J.",Reconsidering the Structure of Serlyticin-A,2019,JOURNAL OF NATURAL PRODUCTS,"Scopus, Web of Science",
166,165,10.1021/acs.jnatprod.9b00859,n,n,n,n,,13,6,9−13,"Overall, the chemical and biological data reported for serlyticin-A5 are consistent with a compound such as 4, but comparison with an authentic sample will be necessary to confirm this hypothesis.7 Regardless, the variety of factors described above make it highly unlikely that 1 is the correct structure of serlyticin-A. In the field of organic chemistry, structural misassignments are obviously problematic.8 Many such misassignments can be avoided through judicious application of NMR chemical shift calculations.9−13 Here, we have demonstrated that the originally proposed structure for serlyticin-A is likely incorrect, a conclusion based on (1) computations that point to the likelihood that the central O− O bond in the proposed structure is weak, (2) deviations between the reported and calculated chemical shifts for 1, and (3) the unprecedented nature of such an N-oxidized indole natural product lacking substitution at C2. Furthermore, the high prevalence and known antioxidant/antiproliferative properties of naturally occurring hydroxamic acids are consistent with our proposal that serlyticin-A is likely 3- indolylacetohydroxamic acid (4) or a closely related compound.",n,"Tsui K.Y., Tombari R.J., Olson D.E., Tantillo D.J.",Reconsidering the Structure of Serlyticin-A,2019,JOURNAL OF NATURAL PRODUCTS,"Scopus, Web of Science",
166,165,10.1021/acs.jnatprod.9b00859,n,n,n,n,,13,6,11−13,"Quantum chemical calculations were performed using Gaussian09.37 Structural optimizations and fre- quency calculations were performed with both B3LYP/6-31+G(d,p)38 in the gas phase and PCM(MeOH)-B3LYP/6-31+G(d,p).39,40 Both sets of optimized structures were subjected to NMR calculations using the gauge-including atomic orbital (GIAO) method.12 Results from both approaches are consistent with each other. Shown in the text are the results from NMR calculations on optimizations performed with PCM(MeOH); for gas phase results, please see the SI. Since the NMR experiments reported by Kuo and co-workers were performed on a sample dissolved in deuterated methanol, our 13C and 1H shifts were calculated with PCM(MeOH)-mPW1PW91/6-311+G(2d,p).41 Chemical shifts were linearly scaled using scaling factors obtained from cheshirenmr.info (slope = −1.0754 for 1H and −1.0399 for 13C; intercept = 31.8463 for 1H and 186.5993 for 13C).11,42 In order to sufficiently sample conformational space, multiple systematic conformational search runs were performed on each compound using Spartan10.43 These conformational search runs used molecular mechanics, explicitly the Merck Molecular Force Field (MMFF). However, all resulting conformers were subjected to single-point calculations at the B3LYP/6-31+G(d,p) level. Then, geometric optimizations were performed on conformers within 5 kcal/mol of the lowest energy conformer, with and without implicit solvent (i.e., PCM(MeOH)). NMR calculations were only performed on the optimized conformers within 3 kcal/mol of the lowest energy conformer. The geometries of all conformers for each structure were confirmed to be minima (no imaginary frequencies). The chemical shifts of these contributing conformers were averaged using Boltzmann weighting. This procedure is well precedented for computational NMR studies.11−13 In addition, an optimization constraining the fragmentable O−O bond of the originally proposed structure for serlyticin-A, 1 (Figure 1), was performed to assess its thermodynamic stability. Natural bond orbital (NBO)44 analysis calculations were performed on all contributing conformers of 1 to obtain Wiberg bond orders.45",n,"Tsui K.Y., Tombari R.J., Olson D.E., Tantillo D.J.",Reconsidering the Structure of Serlyticin-A,2019,JOURNAL OF NATURAL PRODUCTS,"Scopus, Web of Science",
